Index,Height(Inches),Weight(Pounds),Weight(Kilograms)
1486,68.57192,139.9115,63.46344007983307
1487,69.63015,132.5572,60.127551483262266
1488,64.66196,129.5233,58.75138347092443
1489,71.18005,139.3905,63.22711603011884
1490,65.6959,121.712,55.20820103420122
1491,66.05318,122.7607,55.68388823369318
1492,67.04924,117.4026,53.25347001723669
1493,68.42541,135.9146,61.65045813299465
1494,68.54306,123.838,56.17254830808309
1495,65.95454,102.8468,46.65100244942393
1496,66.95297,119.3281,54.12687108772567
1497,64.91704,104.4281,47.368275424113214
1498,66.59452,129.2376,58.621790801052335
1499,68.17706,138.2296,62.7005352444888
1500,69.573,138.6461,62.88945840515285
1501,71.65878,130.4121,59.15454050621428
1502,65.06775,124.4317,56.44184886147147
1503,66.85523,127.9011,58.01555837793704
1504,67.84366,125.2683,56.82132813208745
1505,69.22848,121.1672,54.96108137530617
1506,69.75159,128.1437,58.12560101605733
1507,67.48764,121.494,55.109316882881245
1508,68.12465,129.3746,58.683933593395615
1509,68.50207,127.4765,57.8229610813753
1510,67.50188,113.1406,51.32023949922888
1511,68.83511,132.5812,60.13843781184795
1512,65.40895,110.5741,50.15608273609725
1513,68.31175,139.194,63.13798421482354
1514,68.78411,128.757,58.403792071124016
1515,65.39974,132.9714,60.3154313707702
1516,66.754,125.0153,56.70656808491336
1517,65.37482,95.80713,43.457829084641205
1518,70.65043,152.9084,69.35879524630317
1519,70.97634,121.217,54.98367050712147
1520,66.75895,127.448,57.8100335661798
1521,66.26857,120.2754,54.55656354894312
1522,67.34174,127.4945,57.83112582781457
1523,67.39093,111.026,50.3610632314252
1524,71.04158,153.5447,69.64741903293114
1525,63.7418,110.9415,50.3227342828631
1526,66.91954,121.0967,54.929102785085725
1527,65.84956,123.5086,56.02313344824458
1528,67.03723,116.363,52.78191055066679
1529,67.92717,134.9384,61.207656717771926
1530,66.72742,113.8451,51.63979860292116
1531,66.34696,113.0531,51.280549759593576
1532,66.53015,127.5692,57.86500952553751
1533,68.60951,125.1506,56.76793976231515
1534,66.11208,115.4493,52.36745894946929
1535,67.01143,138.9409,63.02317880794702
1536,70.45763,133.292,60.46085457679398
1537,65.3277,130.5079,59.19799510115214
1538,67.28212,114.2578,51.826998094892495
1539,70.37548,137.6167,62.42252562823188
1540,68.04608,114.5218,51.94674770933502
1541,70.36839,139.4884,63.271523178807946
1542,68.38089,124.6962,56.5618252744262
1543,67.78852,130.045,58.98802503855574
1544,69.77907,141.782,64.31189331397987
1545,69.59613,125.4556,56.90628685475823
1546,67.9806,119.1796,54.05951192960173
1547,65.84256,107.0361,48.5512564637576
1548,66.99247,125.3591,56.86251474190329
1549,63.54764,115.7565,52.50680395536605
1550,71.50943,128.7986,58.4226617073392
1551,69.94093,129.3747,58.68397895309806
1552,71.21029,145.662,66.07184976866552
1553,71.56281,123.6062,56.06740451782636
1554,65.31159,124.6278,56.53079923795699
1555,65.18491,122.7439,55.6762678036832
1556,65.25283,120.2892,54.56282318787988
1557,67.46596,128.6295,58.34595845051256
1558,67.27426,111.5271,50.5883607003538
1559,64.97376,117.7437,53.40819196226072
1560,64.60687,109.4645,49.6527714778191
1561,69.736,132.9405,60.30141522271613
1562,67.7749,124.1881,56.33135262632677
1563,69.30528,136.8094,62.05633675043092
1564,71.38338,143.1901,64.95060328404246
1565,65.60915,117.3002,53.20702168193777
1566,66.23041,130.8166,59.3380205025855
1567,66.53307,137.4417,62.34314614896126
1568,67.51649,128.97,58.50040823732196
1569,67.72325,114.6422,52.00136079107321
1570,68.57113,138.4685,62.8088995736188
1571,66.23808,123.19,55.878617436269614
1572,67.75308,121.9934,55.33584323686837
1573,68.2829,149.3778,67.75732559194412
1574,68.40175,137.21,62.23804771840697
1575,66.09433,138.6653,62.898167468021406
1576,70.03545,118.8309,53.90134264719223
1577,65.46717,116.7297,52.94824457951555
1578,66.46693,131.5675,59.6786265082101
1579,67.85512,129.5762,58.775378753515376
1580,70.36596,131.4946,59.645559285131085
1581,68.09483,125.1984,56.789621700081646
1582,70.06267,131.8467,59.80527079742357
1583,67.65661,121.0286,54.898212827723846
1584,69.08508,121.8685,55.279188968520366
1585,68.40932,147.9118,67.09235235416855
1586,69.12972,130.6309,59.25378753515376
1587,67.97094,139.9751,63.49228885058513
1588,67.62895,126.6522,57.44906105415948
1589,66.80442,116.7992,52.9797695727116
1590,68.57388,132.4308,60.07021681937766
1591,67.45375,130.6493,59.2621337204028
1592,68.6366,132.6351,60.1628866914633
1593,65.92344,124.4934,56.46983579787716
1594,70.69799,129.6396,58.80413680486256
1595,68.09362,131.2952,59.55511203846502
1596,69.50493,121.3845,55.05964800870906
1597,67.03953,116.8423,52.99931960446339
1598,69.04839,143.4353,65.0618252744262
1599,70.66314,140.0996,63.54876168012338
1600,67.94574,127.1524,57.67595028576612
1601,68.5127,116.4033,52.80019051075025
1602,68.81282,145.5938,66.04091445160118
1603,67.15097,136.0613,61.71700081647464
1604,68.34367,126.2249,57.25523904563186
1605,67.38561,130.9905,59.41690102512927
1606,64.88607,131.7105,59.7434908826998
1607,65.5339,125.1818,56.78209198947654
1608,69.3919,147.0456,66.69944661163022
1609,66.46889,109.3503,49.60097069763222
1610,63.25683,120.7578,54.775378753515376
1611,67.61546,112.4772,51.01932323323958
1612,69.88085,138.4517,62.80127914360881
1613,70.15703,136.7186,62.01515014061508
1614,70.61107,136.0144,61.69572711603011
1615,71.3845,148.7104,67.4545949378572
1616,66.53779,120.4476,54.6346729565454
1617,71.05961,133.5431,60.5747527896217
1618,67.63928,140.0484,63.52553751247391
1619,63.8441,129.0091,58.51814388097613
1620,66.79275,121.0921,54.92701623877347
1621,68.61061,125.6694,57.0032658985757
1622,70.40975,117.6691,53.37435362424022
1623,65.20379,133.959,60.76340379207112
1624,69.08499,121.968,55.32432187244852
1625,68.29678,135.3754,61.40587861743627
1626,65.83832,111.6269,50.63362968338928
1627,67.18313,117.3099,53.21142157307448
1628,67.87544,131.75,59.76140796516375
1629,67.51672,130.3517,59.1271432459403
1630,67.98827,124.7463,56.584550485348814
1631,70.33848,127.5476,57.85521182981039
1632,67.29728,118.5713,53.78358885965707
1633,65.95685,118.7344,53.85757053433729
1634,65.2832,117.239,53.17926154404427
1635,71.86035,127.4872,57.82781456953642
1636,67.32069,128.9596,58.49569082826816
1637,68.52503,147.7036,66.99791345368774
1638,69.74627,132.158,59.94647555112038
1639,65.75926,129.6624,58.81447881701895
1640,67.26104,142.583,64.67522453052707
1641,67.59186,123.1966,55.88161117663068
1642,65.54701,114.619,51.99083734010705
1643,70.57745,134.1679,60.858160210469016
1644,64.93595,129.3978,58.69445704436178
1645,69.85715,133.0797,60.36455592851311
1646,70.81884,130.0722,59.00036287761952
1647,68.30112,139.2852,63.17935226344915
1648,67.54828,131.5521,59.67164111403429
1649,71.89737,135.3276,61.38419667966977
1650,68.81871,130.5668,59.224711965889504
1651,68.57948,144.8947,65.72380477184069
1652,66.01716,121.8662,55.27814569536424
1653,67.25756,110.649,50.19005715322507
1654,70.5545,150.0971,68.08359793159757
1655,66.29452,123.8581,56.181665608273605
1656,68.57082,128.4226,58.25210922616347
1657,68.60497,125.197,56.78898666424748
1658,67.99508,129.7427,58.85090265807857
1659,66.12931,125.7215,57.02689830354713
1660,66.41232,132.001,59.87526081828903
1661,68.42482,140.054,63.52807765581058
1662,66.80813,114.1178,51.763494511476
1663,67.72371,116.1322,52.67722035743445
1664,70.99035,117.7071,53.39159031116756
1665,67.56098,131.2855,59.55071214732832
1666,69.12684,113.6105,51.5333847409961
1667,67.97635,144.7629,65.66402068402431
1668,66.30036,141.6047,64.23147056155311
1669,69.30957,140.0213,63.513245033112575
1670,65.63213,108.4237,49.18066769481992
1671,66.22333,117.2512,53.18479542774199
1672,66.74595,126.77,57.50249478363421
1673,69.66252,135.074,61.26916447428105
1674,68.21548,132.0189,59.88338020502585
1675,69.28403,109.2101,49.53737639481085
1676,69.64359,127.8589,57.99641658350721
1677,71.48035,122.0737,55.372267077927965
1678,69.37451,137.6851,62.45355166470108
1679,65.19039,127.5918,57.87526081828903
1680,64.02516,111.5819,50.61321781729112
1681,66.58522,121.3966,55.06513653270434
1682,65.81355,138.8427,62.9786355801506
1683,66.10408,116.5048,52.8462306087272
1684,68.56408,137.4424,62.343463666878336
1685,67.89191,121.9768,55.32831352626327
1686,71.42475,116.8105,52.98489521908736
1687,65.98772,126.0482,57.17508845141976
1688,70.95594,114.7284,52.04046085457679
1689,64.37344,126.7487,57.492833167014425
1690,69.76692,131.342,59.57634037920712
1691,66.46755,119.0926,54.02004898847864
1692,67.76109,137.8646,62.5349723305815
1693,71.17728,129.5914,58.7822734282863
1694,67.31413,128.105,58.10804681121291
1695,70.22181,137.4504,62.34709244307357
1696,69.28985,129.6324,58.800870906286846
1697,66.35778,133.4823,60.547174090537965
1698,69.27648,124.7911,56.60487163204209
1699,66.3778,113.9428,51.68411503220539
1700,63.24012,116.8399,52.998230971604826
1701,69.18211,138.7521,62.93753968973964
1702,69.11432,125.4607,56.908600199582686
1703,67.48024,130.5948,59.2374126825728
1704,69.75327,134.2699,60.90442710695818
1705,69.62313,143.4724,65.07865372403157
1706,65.95463,142.254,64.52599110949832
1707,68.89125,139.8464,63.4339109135444
1708,67.23829,132.4897,60.09693368411503
1709,67.73728,138.5529,62.84718316247845
1710,68.72443,123.1153,55.84473373854667
1711,65.20195,132.6998,60.19223441894221
1712,66.2865,106.6149,48.36020139707883
1713,68.01878,134.9917,61.23183343917264
1714,66.89261,130.92,59.384922434908816
1715,67.79814,122.4887,55.56050984305542
1716,66.6555,136.0645,61.718452326952736
1717,69.77338,119.5334,54.21999455683571
1718,68.42446,117.7405,53.40674045178263
1719,65.55531,115.5734,52.42375034019777
1720,68.34513,104.7006,47.49188061326317
1721,66.26115,123.6592,56.09144516011975
1722,66.40599,138.5289,62.83629683389276
1723,68.64386,132.2257,59.9771840696725
1724,68.70476,117.2914,53.20303002812301
1725,68.03119,141.6933,64.27165925791526
1726,66.25774,129.6313,58.80037194956001
1727,64.0967,94.51219,42.87044815386011
1728,67.0669,120.6412,54.72248934046992
1729,65.80509,121.3762,55.05588315340651
1730,68.05092,133.2667,60.44937857207656
1731,67.52718,127.9032,58.01651093168829
1732,66.35888,123.3962,55.97214914270162
1733,70.87196,136.9675,62.12805043998911
1734,68.29448,114.1357,51.77161389821283
1735,67.0344,118.0845,53.562777828177445
1736,70.91179,121.8608,55.27569627143246
1737,68.77458,145.5199,66.00739363149778
1738,68.8064,128.9862,58.50775650911729
1739,66.80841,110.4729,50.11017871722761
1740,65.02676,126.9126,57.56717771931416
1741,71.83389,141.1132,64.00852762405879
1742,67.41125,138.183,62.67939762315159
1743,68.8635,132.6335,60.162160936224254
1744,66.39633,127.2025,57.698675496688736
1745,67.90122,146.2561,66.34133176086365
1746,69.04019,141.6517,64.25278962170007
1747,66.26552,126.5209,57.3895037648553
1748,68.4645,121.554,55.136532704345456
1749,66.8815,116.5904,52.885058514016144
1750,71.36376,139.0275,63.06246031026036
1751,66.06344,116.2031,52.709380386464666
1752,66.64834,115.7431,52.500725755239046
1753,67.3297,116.8138,52.986392089267895
1754,68.20575,138.6574,62.89458405152862
1755,69.59793,108.5229,49.22566451964075
1756,67.50819,133.6747,60.6344461580332
1757,68.00385,128.0916,58.10196861108591
1758,69.51431,128.6687,58.36373945386918
1759,68.00582,115.4484,52.36705071214733
1760,67.59357,125.0018,56.70044452508392
1761,69.78942,136.4816,61.90764764583143
1762,72.36491,121.9301,55.30713054522362
1763,68.13393,126.8874,57.55574707429919
1764,67.83776,119.9595,54.41327224893405
1765,68.87619,142.2743,64.53519912909371
1766,66.04124,129.9792,58.95817835434999
1767,65.81569,131.1604,59.49396715957543
1768,69.22762,128.8601,58.45055792434001
1769,64.72395,111.9433,50.77714778191054
1770,68.48588,132.3867,60.05021319060146
1771,68.28041,134.2844,60.91100426381203
1772,65.5087,127.6919,57.92066588043183
1773,66.73361,114.5415,51.95568357071577
1774,69.20114,138.1499,62.66438356164383
1775,71.44618,140.358,63.66597115122924
1776,70.08869,125.9099,57.11235598294475
1777,69.6745,134.4383,60.980812845867725
1778,71.68575,136.6572,61.987299283316695
1779,71.09849,123.5248,56.03048172003992
1780,67.65215,130.345,59.1241041458768
1781,70.41131,149.8413,67.96756781275514
1782,68.33638,115.5647,52.41980404608545
1783,64.72321,109.6661,49.744216637938855
1784,64.6035,108.8823,49.38868729021137
1785,66.92416,112.3914,50.98040460854577
1786,68.46553,130.0139,58.9739181710968
1787,67.19789,136.8066,62.055066678762586
1788,67.78929,111.1892,50.43509026580785
1789,66.6783,119.3179,54.122244398076745
1790,67.38496,120.1224,54.487163204209374
1791,68.00018,124.093,56.288215549306
1792,65.27378,117.8442,53.45377846321328
1793,69.14142,142.1545,64.48085820557017
1794,67.46178,122.3342,55.49042910278508
1795,68.87277,115.7081,52.48484985938492
1796,68.02365,136.5833,61.95377846321328
1797,70.33914,120.5965,54.70221355347909
1798,68.05498,121.269,55.007257552390456
1799,66.63059,133.5937,60.59770479905652
1800,66.23781,127.541,57.85221808944933
1801,70.68625,139.1153,63.10228612900298
1802,67.92487,140.4052,63.687380930781096
1803,67.98283,124.3543,56.40674045178263
1804,67.83966,136.9707,62.1295019504672
1805,70.87256,136.9799,62.133675043091706
1806,68.67371,129.9913,58.96366687834527
1807,65.63433,113.6199,51.53764855302549
1808,66.98566,127.6126,57.88469563639662
1809,69.39665,117.966,53.50902658078562
1810,67.97483,127.2407,57.71600290302096
1811,69.02449,123.8412,56.17399981856119
1812,65.06479,121.2687,55.00712147328313
1813,68.67376,118.5378,53.76839335933956
1814,67.57063,115.4182,52.35335208201034
1815,66.86965,131.2651,59.54145876803047
1816,66.42749,110.3212,50.0413680486256
1817,68.42186,129.2128,58.61054159484713
1818,69.83543,140.8802,63.90283951737276
1819,66.38544,121.1068,54.93368411503221
1820,69.67951,134.4281,60.97618615621881
1821,66.10079,116.2489,52.73015513018235
1822,65.82617,117.8009,53.43413771205661
1823,68.71368,126.455,57.35961172094711
1824,71.38503,137.1076,62.19159938310804
1825,69.73254,152.1776,69.02730654086909
1826,68.37367,128.6175,58.34051528621972
1827,65.05453,113.9725,51.69758686383017
1828,64.38195,105.9582,48.06232423115304
1829,69.22384,134.3052,60.920439081919625
1830,66.67906,132.4565,60.08187426290483
1831,69.15689,134.3756,60.952372312437625
1832,67.53215,146.8833,66.62582781456953
1833,70.71198,131.2724,59.54477002630863
1834,69.06844,132.9619,60.31112219903838
1835,66.36641,140.4684,63.7160482627234
1836,69.74416,144.838,65.69808582055701
1837,69.72221,129.261,58.63240497142338
1838,67.005,138.036,62.61271886056427
1839,68.39904,125.5747,56.96031026036469
1840,65.72237,129.4743,58.72915721672865
1841,70.41527,129.4677,58.7261634763676
1842,66.08413,105.1944,47.71586682391364
1843,66.34093,125.2679,56.82114669327769
1844,65.25134,128.237,58.16792161843418
1845,67.53562,123.3362,55.94493332123741
1846,68.21037,110.8623,50.286809398530345
1847,67.41542,114.4586,51.91808037739273
1848,69.8279,137.2435,62.253243218724485
1849,66.30495,125.8706,57.09452961988569
1850,69.06175,140.8451,63.8869182618162
1851,69.64603,131.2554,59.53705887689377
1852,70.75572,140.12,63.55801505942121
1853,67.51414,138.8613,62.98707248480449
1854,67.50856,117.374,53.24049714233874
1855,67.30225,109.9978,49.8946747709335
1856,67.76966,129.4122,58.7009888415132
1857,70.13058,135.1643,61.310124285584685
1858,66.28125,108.1378,49.05098430554296
1859,72.48112,146.3046,66.36333121654721
1860,66.93464,127.6499,57.90161480540687
1861,67.24385,133.5096,60.55955728930418
1862,69.30013,124.8396,56.62687108772566
1863,71.68649,123.4209,55.98335298920439
1864,69.69329,125.1731,56.77814569536424
1865,68.22858,116.5013,52.84464301914179
1866,70.77195,124.5635,56.50163294928785
1867,69.63875,132.8562,60.26317699355892
1868,67.5239,124.2136,56.34291935044906
1869,70.26869,137.6254,62.42647192234419
1870,67.32622,112.2365,50.91014242946567
1871,65.82766,117.92,53.48816111766307
1872,67.28046,107.1366,48.59684296471015
1873,68.47687,127.8631,57.99832169100971
1874,66.16499,119.5914,54.246303184251104
1875,71.12585,129.7663,58.86160754785448
1876,67.51094,126.2753,57.2781003356618
1877,67.98365,120.6916,54.74535063049986
1878,70.76255,147.2496,66.79198040460854
1879,68.13751,123.8089,56.15934863467295
1880,69.7139,124.9097,56.65866823913635
1881,69.28011,129.2576,58.63086274154041
1882,67.72134,133.2142,60.42556472829538
1883,71.35771,134.9818,61.22734282863104
1884,65.01169,115.4612,52.37285675405969
1885,66.57282,114.2201,51.80989748707248
1886,66.2121,126.4372,57.351537693912725
1887,68.42587,121.5315,55.12632677129638
1888,68.25899,137.3384,62.29628957634038
1889,71.66231,130.1496,59.03547128730835
1890,70.73674,149.3463,67.74303728567541
1891,68.81489,131.8088,59.78807947019867
1892,67.8052,124.5172,56.48063140705797
1893,67.28023,124.094,56.28866914633039
1894,75.1528,146.9701,66.66520003628776
1895,70.18385,135.8346,61.61417037104236
1896,70.11018,121.4131,55.072620883607
1897,67.55479,131.3549,59.58219178082191
1898,65.19685,135.1309,61.29497414496961
1899,71.09811,141.27,64.07965163748526
1900,63.42211,106.4187,48.271205660890864
1901,69.87338,140.1507,63.5719404880704
1902,67.2773,140.0055,63.50607820012701
1903,66.189,124.8413,56.62764220266715
1904,65.71651,134.9238,61.201034201215634
1905,68.09428,136.0939,61.73178807947019
1906,69.12266,133.6055,60.60305724394448
1907,69.44989,114.209,51.8048625601016
1908,67.09671,144.4419,65.51841603919078
1909,68.50605,127.578,57.86900117935226
1910,68.14059,114.5292,51.950104327315614
1911,66.53479,118.9804,53.96915540234056
1912,67.30796,118.8584,53.91381656536333
1913,66.46388,114.4406,51.909915630953456
1914,68.23072,117.1258,53.12791436088179
1915,70.06314,139.3579,63.21232876712328
1916,69.26881,141.7621,64.30286673319422
1917,70.1554,117.3159,53.214143155220896
1918,66.0776,136.9107,62.10228612900298
1919,68.95747,130.915,59.382654449786806
1920,66.76727,124.4251,56.4388551211104
1921,69.8097,141.0605,63.98462306087272
1922,67.93231,125.3143,56.84219359521001
1923,69.44794,151.3939,68.67182255284405
1924,71.14183,118.1643,53.598974870724845
1925,66.84818,114.446,51.91236505488524
1926,67.75431,118.5776,53.78644652091082
1927,70.83193,129.1185,58.56776739544589
1928,69.21843,126.5898,57.4207565998367
1929,68.20571,133.0472,60.34981402521999
1930,67.32344,133.0028,60.32967431733648
1931,67.46411,130.5289,59.207520638664604
1932,67.70673,110.4494,50.09951918715413
1933,68.5877,131.6199,59.702394992288845
1934,70.18028,142.8787,64.8093531706432
1935,69.85138,137.0263,62.15472194502404
1936,68.82396,141.9518,64.38891408872357
1937,68.58454,123.7734,56.14324594030663
1938,66.17491,121.7871,55.24226617073391
1939,68.29599,112.7853,51.15907647645832
1940,66.01446,121.0144,54.89177174997732
1941,70.42725,124.4965,56.47124194865281
1942,65.95003,125.2296,56.80377392724304
1943,67.28507,121.1903,54.97155946656989
1944,70.23598,140.1737,63.58237321963168
1945,66.37594,136.5133,61.92202667150502
1946,65.72229,124.2645,56.3660074389912
1947,72.69022,150.1384,68.10233148870543
1948,65.52858,107.7887,48.89263358432369
1949,68.71508,128.8673,58.45382382291572
1950,69.34245,133.2224,60.429284223895486
1951,67.38242,125.7706,57.04916991744534
1952,68.05083,130.8925,59.37244851673773
1953,69.86498,151.5925,68.76190692189058
1954,64.51717,114.9571,52.14419849405788
1955,69.20595,139.6118,63.32749705161933
1956,67.98607,127.7814,57.96126281411594
1957,70.14776,139.3701,63.21786265082101
1958,70.4986,130.907,59.37902567359159
1959,66.86758,134.945,61.21065045813299
1960,68.64908,104.7127,47.49736913725846
1961,67.91149,113.4475,51.45944842601833
1962,69.24385,116.3492,52.77565091173001
1963,64.48072,109.5586,49.69545495781547
1964,71.64447,126.9269,57.57366415676313
1965,70.04642,146.8967,66.63190601469654
1966,68.12343,126.8031,57.517508845141975
1967,65.23383,122.345,55.49532795064864
1968,68.27239,127.8701,58.001496870180524
1969,66.17894,124.9103,56.658940397351
1970,65.83059,123.0154,55.79941939580876
1971,65.62889,107.4306,48.73020048988478
1972,70.92752,111.6473,50.64288306268711
1973,69.29069,130.6183,59.248072212646285
1974,69.91684,132.766,60.22226254195772
1975,72.73301,125.9357,57.12405878617436
1976,68.44904,113.1008,51.30218633765762
1977,66.49335,123.1309,55.85180985212737
1978,72.21533,122.7007,55.65667241222897
1979,69.53524,139.1563,63.12088360700353
1980,64.79882,122.5688,55.59684296471015
1981,67.38254,126.915,57.56826635217273
1982,67.65345,131.7026,59.739907466207015
1983,70.01257,144.6798,65.62632677129638
1984,66.05945,133.332,60.47899845777011
1985,65.21051,109.8084,49.808763494511474
1986,68.39529,132.9511,60.306223351174815
1987,63.99095,123.6623,56.0928513108954
1988,70.31847,120.0304,54.44543227796425
1989,70.15159,123.1364,55.85430463576159
1990,68.01671,122.7495,55.67880794701986
1991,68.06098,125.8274,57.07493422843146
1992,66.98618,117.2347,53.17731107683934
1993,68.8061,142.7741,64.76190692189058
1994,70.30067,114.5538,51.96126281411593
1995,65.68106,111.1723,50.42742447609544
1996,69.27665,141.7056,64.27723850131542
1997,71.68898,126.5743,57.413725845958446
1998,67.17092,148.2722,67.25582872176358
1999,69.24215,132.6836,60.18488614714688
2000,68.73563,126.8221,57.52612718860564
2001,69.00812,125.4763,56.91567631316338
2002,68.69462,130.1342,59.02848589313253
2003,68.53874,123.2715,55.9155855937585
2004,67.68634,129.9806,58.95881339018416
2005,69.60608,138.6734,62.90184160391907
2006,68.91393,130.7056,59.28767123287671
2007,66.17148,113.3707,51.42461217454413
2008,67.46209,139.6833,63.35992923886419
2009,72.83513,148.8002,67.49532795064863
2010,64.01976,90.91793,41.24010251292752
2011,68.02868,123.7533,56.13412864011612
2012,68.51623,132.4995,60.10137893495419
2013,70.88524,131.3128,59.56309534609453
2014,65.29862,116.5172,52.85185521182981
2015,65.7635,109.1144,49.49396715957543
2016,65.46143,129.339,58.66778553932686
2017,65.99098,114.6394,52.00009071940488
2018,65.57951,136.1447,61.7548308083099
2019,69.70616,144.5925,65.58672775106595
2020,66.1974,107.9777,48.978363421935946
2021,68.23074,122.0759,55.37326499138165
2022,65.97964,123.3232,55.93903655992016
2023,71.26857,133.6208,60.60999727841785
2024,72.01497,159.2724,72.24548670960718
2025,68.93137,148.7762,67.48444162206295
2026,67.36601,120.2868,54.56173455502132
2027,70.12256,110.3036,50.0333847409961
2028,68.84918,137.6134,62.42102875805135
2029,67.62215,132.4802,60.0926245123832
2030,67.13659,136.4192,61.87934319150865
2031,70.39143,137.2703,62.26539961897849
2032,68.68117,134.8569,61.17068856028304
2033,66.92629,118.8555,53.91250113399256
2034,69.87266,144.0381,65.33525356073663
2035,67.94061,128.518,58.29538238229157
2036,68.495,125.988,57.14778191055066
2037,69.45516,121.0884,54.925337929783176
2038,67.72991,125.3854,56.8744443436451
2039,69.85473,141.3991,64.13821101333575
2040,66.63111,141.1397,64.02054794520548
2041,66.36326,116.8585,53.00666787625873
2042,68.2269,131.1664,59.496688741721854
2043,68.40577,134.5811,61.04558650095255
2044,68.44489,133.1242,60.38474099609906
2045,70.94089,137.7195,62.46915540234056
2046,69.65687,130.2491,59.0806041912365
2047,65.06613,109.5825,49.70629592669872
2048,71.81628,142.8719,64.80626871087726
2049,65.92674,101.6217,46.09530073482718
2050,66.52018,112.3553,50.9640297559648
2051,70.52744,131.0845,59.4595391454232
2052,66.25032,131.0484,59.44316429284223
2053,64.72936,111.5548,50.60092533792978
2054,63.79906,110.8498,50.2811394357253
2055,65.38373,127.4708,57.82037557833621
2056,65.57359,107.7067,48.8554386283226
2057,66.57608,115.1232,52.2195409598113
2058,67.28745,112.1197,50.85716229701533
2059,66.14358,128.0777,58.0956636124467
2060,66.11741,119.4651,54.18901388006895
2061,67.68233,124.5983,56.51741812573709
2062,68.74723,126.0285,57.166152590039005
2063,66.5915,111.3977,50.52966524539599
2064,65.01782,127.722,57.934319150866365
2065,69.28345,124.8207,56.61829810396444
2066,67.19343,122.9788,55.7828177447156
2067,69.81336,117.7117,53.39367685747981
2068,66.55388,120.7289,54.76226979951011
2069,66.14617,121.3302,55.03501769028395
2070,69.93036,146.6089,66.50136079107321
2071,66.70056,126.013,57.15912183616076
2072,67.68095,128.1474,58.12727932504762
2073,67.87796,129.5415,58.759638936768575
2074,67.65549,121.5145,55.11861562188152
2075,71.1713,157.9626,71.65136532704345
2076,69.01806,127.8941,58.01238319876621
2077,70.58265,127.1594,57.67912546493695
2078,70.89693,140.8109,63.8714052435816
2079,68.51895,140.1451,63.569400344733744
2080,66.61835,132.7723,60.22512020321147
2081,66.07169,116.0089,52.6212918443255
2082,68.1535,121.2886,55.016148054068765
2083,72.89832,147.5384,66.92297922525627
2084,69.90164,138.8642,62.98838791617527
2085,66.50525,120.8563,54.82005806041912
2086,69.27168,125.8179,57.070625056699626
2087,70.53643,135.3753,61.40583325773383
2088,65.1243,107.6247,48.81824367232151
2089,70.34418,122.9851,55.785675405969336
2090,69.13083,131.7164,59.74616710514378
2091,65.21067,110.3376,50.04880703982581
2092,67.08781,100.2532,45.47455320693096
2093,64.65639,106.579,48.343917263902746
2094,66.28071,121.223,54.98639208926789
2095,71.30341,130.5588,59.22108318969427
2096,66.91234,132.6182,60.15522090175088
2097,70.84318,132.613,60.15286219722398
2098,66.65796,117.8331,53.4487435362424
2099,64.54303,94.29987,42.77414043363875
2100,66.43942,125.1826,56.782454867096064
2101,66.60747,125.3684,56.86673319423024
2102,66.38807,117.4577,53.27846321328132
2103,66.85611,130.8168,59.33811122199038
2104,68.50863,128.3144,58.20303002812302
2105,63.45049,118.4083,53.7096525446793
2106,67.54653,129.4669,58.72580059874807
2107,65.41398,116.7348,52.95055792434002
2108,66.91885,146.8505,66.6109498321691
2109,67.59652,120.2168,54.52998276331307
2110,67.05552,136.2774,61.81502313344824
2111,68.00153,130.1697,59.04458858749887
2112,70.33681,134.8282,61.157670325682666
2113,69.10376,126.2799,57.28018688197405
2114,68.12704,142.6738,64.71641114034291
2115,67.5512,121.2891,55.01637485258097
2116,68.78357,111.1965,50.438401524086
2117,66.62497,130.424,59.15993831080469
2118,67.88387,138.8309,62.97328313526263
2119,67.75152,125.105,56.74725573800236
2120,68.3286,141.6323,64.24398983942665
2121,71.05207,149.779,67.93930871813481
2122,68.11943,118.6268,53.808763494511474
2123,66.44223,119.4357,54.17567812755148
2124,71.4563,134.9113,61.1953642384106
2125,68.60548,133.1629,60.402295200943485
2126,70.82734,147.2884,66.8095799691554
2127,68.89076,117.6717,53.37553297650367
2128,67.15411,122.843,55.7212192688016
2129,68.76271,125.7926,57.05914905198221
2130,70.53185,143.2531,64.97917989657986
2131,66.47953,127.2118,57.70289394901569
2132,67.94262,113.7238,51.584777283861015
2133,68.79538,130.932,59.39036559920166
2134,69.95518,129.5075,58.74421663793885
2135,69.99489,157.6149,71.49364964165835
2136,66.55505,125.4636,56.909915630953456
2137,65.14815,105.3601,47.7910278508573
2138,70.40094,130.4476,59.1706432005806
2139,68.32002,152.0527,68.97065227252108
2140,65.60842,143.9545,65.2973328494965
2141,70.63864,136.1993,61.77959720584232
2142,65.08404,117.4157,53.25941213825637
2143,64.31842,114.5616,51.96480087090628
2144,66.0525,115.1065,52.21196588950376
2145,67.35994,121.8544,55.27279325047628
2146,70.1376,150.2085,68.13412864011612
2147,67.49796,122.1628,55.412682572802325
2148,67.1125,115.5902,52.43137077020774
2149,67.27925,133.3105,60.46924612174544
2150,66.55492,141.4402,64.15685385103873
2151,68.1384,130.7908,59.32631769935588
2152,68.54096,143.1515,64.93309443890048
2153,68.52593,138.0426,62.615712600925335
2154,70.77318,120.9532,54.86401161208382
